text,year,location

1) Adopt and use a corporate seal, enter into contracts, sue and be sued in all courts of competent jurisdiction;

2) Receive and accept such payments, appropriations, grants, gifts, loans, advances and other funds, properties and services as may be transferred or made available to it by any signatory party or by any other public or private corporation or individual, and enter into agreements to make reimbursement for all or part thereof:

3) Provide for, acquire and adopt detailed engineering, administrative, financial and operating plans and specifications to effectuate, maintain or develop any facility or project;

4) Control and regulate the use of facilities owned or operated by the commission;

5) Acquire, own, operate, maintain, control, sell and convey real and personal property and any interest therein by contract, purchase, lease, license, mortgage or otherwise as it may deem necessary for any project or facility, including any and all appurtenances thereto necessary, useful or convenient for such ownership, operation, control, maintenance or conveyance;

6) Have and exercise all corporate powers essential to the declared objects and purposes of the commission.

(b) The commissioners, subject to the provisions of this compact, shall:

1) Serve as the governing body of the commission, and exercise and discharge its powers and duties except as otherwise provided by or pursuant to this compact;

2) Determine the character of and the necessity for its obligations and expenditures and the manner in which they shall be incurred, allowed, and paid subject to any provisions of law specifically applicable to agencies or instrumentalities created by compact;

3) Provide for the internal organization and administration of the commission;

4) Appoint the principal officers of the commission and delegate to and allocate among them administrative functions, powers and duties;

5) Create and abolish offices, employments and positions as it deems necessary for the purposes of the commission, and subject to the provisions of this article, fix and provide for the qualifications, appointment, removal, term, tenure, compensation, pension and retirement rights of its officers and employees;

6) Let and execute contracts to carry out the powers of the commission.

14.2 REGULATIONS: ENFORCEMENT.

The commission may:

(a) Make and enforce reasonable rules and regulations for the effectuation, application and enforcement of this compact; and it may adopt and enforce practices and schedules for or in connection with the use, maintenance and administration of projects and facilities it may own or operate and any product or service rendered thereby; provided that any rule or regulation, other than one which deals solely with the internal management of the commission, shall be adopted only after public hearing and shall not be effective unless and until filed in accordance with the law of the respective signatory parties applicable to administrative rules and regulations generally; and

(b) Designate any officer, agent or employee of the commission to be an investigator or watchman and such person shall be vested with the powers of a peace officer of the state in which he is duly assigned to perform his duties.

14.3 TAX EXEMPTION. The commission, its property, functions, and activities shall be exempt from taxation by or under the authority of any of the signatory parties or any political subdivision thereof; provided that in lieu of property taxes the commission shall, as to specific projects, make payments to local taxing districts in annual amounts which shall equal the taxes lawfully assessed upon property for the tax year next prior to its acquisition by the commission for a period of ten years. The nature and amount of such payments shall be reviewed by the commission at the end of ten years, and from time to time thereafter, upon reasonable notice and opportunity to be heard to the affected taxing district, and the payments may be thereupon terminated or continued in such reasonable amount as may be necessary or desirable to take into account hardships incurred and benefits received by the taxing jurisdiction which are attributable to the project.

14.4 MEETINGS: PUBLIC HEARING: RECORDS, MINUTES.

(a) All meetings of the commission shall be open to the public.

(b) The commission shall conduct at least one public hearing prior to the adoption of the comprehensive plan, water resources program, annual capital and current expense budgets, the letting of any contract for the sale or other disposition by the commission of hydroelectric energy or water resources to any person, corporation or entity, and in all other cases wherein this compact requires a public hearing. Such hearing shall be held upon at least ten days public notice given by posting at the offices of the commission. The commission shall also provide forthwith for distribution of such notice to the press and by the mailing of a copy thereof to any person who shall request such notices.

(c) The minutes of the commission shall be a public record open to inspection at its offices during regular business hours.

14.5 OFFICERS GENERALLY.

(a) The officers of the commission shall consist of an executive director and such additional officers, deputies and assistants as the commission may determine. The executive director shall be appointed and may be removed by the affirmative vote of a majority of the full membership of the commission. All other officers and employees shall be appointed by the executive director under such rules of procedure as the commission may determine.

(b) In the appointment and promotion of officers and employees for the commission, no political, racial, religious or residence test or qualification shall be permitted or given consideration, but all such appointments and promotions shall be solely on the basis of merit and fitness. Any officer or employee of the commission who is found by the commission to be guilty of a violation of this section shall be removed from office by the commission.

14.6 OATH OF OFFICE. An oath of office in such form as the commission shall prescribe shall be taken, subscribed and filed with the commission by the executive director and by each officer appointed by him not later than fifteen days after the appointment.

14.7 BOND. Each officer shall give such bond and in such form and amount as the commission may require for which the commission may pay the premium.

14.8 PROHIBITED ACTIVITIES.

(a) No commissioner, officer or employee shall:

1) be financially interested, either directly or indirectly, in any contract, sale, purchase, lease or transfer of real or personal property to which the commission is a party;

2) solicit or accept money or any other thing of value in addition to the compensation or expenses paid him by the commission for services performed within the scope of his official duties;

3) offer money or anything of value for or in consideration of obtaining an appointment, promotion or privilege in his employment with the commission.

(b) Any officer or employee who shall willfully violate any of the provisions of this section shall forfeit his office or employment.

(c) Any contract or agreement knowingly made in contravention of this section is void.

(d) Officers and employees of the commission shall be subject in addition to the provisions of this section to such criminal and civil sanctions for misconduct in office as may be imposed by federal law and the law of the signatory state in which such misconduct occurs.

14.9 PURCHASING. Contracts for the construction, reconstruction or improvement of any facility when the expenditure required exceeds ten thousand dollars and contracts for the purchase of services, supplies, equipment and materials when the expenditure required exceeds two thousand five hundred dollars shall be advertised and let upon sealed bids to the lowest responsible bidder. Notice requesting such bids shall be published in a manner reasonably likely to attract prospective bidders, which publication shall be made at least ten days before bids are received and in at least two newspapers of general circulation in the basin. The commission may reject any and all bids and re-advertise in its discretion. If after rejecting bids the commission determines and resolves that in its opinion the supplies, equipment and materials may be purchased at a lower price in the open market, the commission may give each responsible bidder an opportunity to negotiate a price and may proceed to purchase the supplies, equipment and materials in the open market at a negotiated price which is lower than the lowest rejected bid of a responsible bidder, without further observance of the provisions requiring bids or notice. The commission shall adopt rules and regulations to provide for purchasing from the lowest responsible bidder when sealed bids, notice and publications are not required by this section. The commission may suspend and waive the provisions of this section requiring competitive bids whenever:

1) the purchase is to be made from or the contract to be made with the federal or any state government or any agency or political subdivision thereof or pursuant to any open end bulk purchase contract of any of them;

2) the public exigency requires the immediate delivery of the articles of performance of the service;

3) only one source of supply is available;

4) the equipment to be purchased is of a technical nature and the procurement thereof without advertising is necessary in order to assure standardization of equipment and interchangeability of parts in the public interest; or

5) services are to be provided of a specialized or professional nature.

14.10 INSURANCE. The commission may self-insure or purchase insurance and pay the premiums therefor against loss or damage to any of its properties; against liability for injury to persons or property; and against loss of revenue from any cause whatsoever. Such insurance coverage shall be in such form and amount as the commission may determine, subject to the requirements of any agreement arising out of the issuance of bonds by the commission.

14.11 ANNUAL INDEPENDENT AUDIT.

(a) As soon as practical after the closing of the fiscal year, an audit shall be made of the financial accounts of the commission. The audit shall be made by qualified certified public accountants selected by the commission, who have no personal interest direct or indirect in the financial affairs of the commission or any of its officers or employees. The report of audit shall be prepared in accordance with accepted accounting practices and shall be filed with the chairman and such other officers as the commission shall direct. Copies of the report shall be distributed to each commissioner and shall be made available for public distribution.

(b) Each signatory party by its duly authorized officers shall be entitled to examine and audit at any time all of the books, documents, records, files and accounts and all other papers, things or property of the commission. The representatives of the signatory parties shall have access to all books, documents, records, accounts, reports, files and all other papers, things or property belonging to or in use by the commission and necessary to facilitate the audit and they shall be afforded full facilities for verifying transactions with the balances or securities held by depositaries, fiscal agents and custodians.

(c) The financial transactions of the commission shall be subject to audit by the general accounting office in accordance with the principles and procedures applicable to commercial corporate transactions and under such rules and regulations as may be prescribed by the comptroller general of the United States. The audit shall be conducted at the place or places where the accounts of the commission are kept.

(d) Any officer or employee who shall refuse to give all required assistance and information to the accountants selected by the commission or to the authorized officers of any signatory party or who shall refuse to submit to them for examination such books, documents, records, files, accounts, papers, things or property as may be requested shall forfeit his office.

14.12 REPORTS. The commission shall make and publish an annual report to the legislative bodies of the signatory parties and to the public reporting on its programs, operations and finances. It may also prepare, publish and distribute such other public reports and informational materials as it may deem necessary or desirable.

14.13 GRANTS, LOANS OR PAYMENTS BY STATES OR POLITICAL SUBDIVISIONS.

(a) Any or all of the signatory parties or any political subdivision thereof may:

1) Appropriate to the commission such funds as may be necessary to pay preliminary expenses such as the expenses incurred in the making of borings, and other studies of subsurface conditions, in the preparation of contracts for the sale of water and in the preparation of detailed plans and estimates required for the financing of a project;

2) Advance to the commission, either as grants or loans, such funds as may be necessary or convenient to finance the operation and managements of or construction by the commission of any facility or project;

3) Make payments to the commission for benefits received or to be received from the operation of any of the projects or facilities of the commission.

(b) Any funds which may be loaned to the commission either by a signatory party or a political subdivision thereof shall be repaid by the commission through the issuance of bonds or out of other income of the commission, such repayment to be made within such period and upon such terms as may be agreed upon between the commission and the signatory party or political subdivision making the loan.

14.14 CONDEMNATION PROCEEDINGS.

(a) The commission shall have the power to acquire by condemnation the fee or any lesser interest in lands, lands lying under water, development rights in land, riparian rights, water rights, waters and other real or personal property within the basin for any project or facility authorized pursuant to this compact. This grant of power of eminent domain includes but is not limited to the power to condemn for the purposes of this compact any property already devoted to a public use, by whomsoever owned or held, other than property of a signatory party and any property held, constructed, operated or maintained in connection with a diversion authorized by a United States Supreme Court decree. Any condemnation of any property or franchises owned or used by a municipal or privately owned public utility, unless the affected public utility facility is to be relocated or replaced, shall be subject to the authority of such state board, commission or other body as may have regulatory jurisdiction over such public utility.

(b) Such power of condemnation shall be exercised in accordance with the provisions of any federal law applicable to the commission; provided that if there is no such applicable federal law, condemnation proceedings shall be in accordance with the provisions of such general state condemnation law as may be in force in the signatory state in which the property is located.

(c) Any award or compensation for the taking of property pursuant to this article shall be paid by the commission, and none of the signatory parties nor any other agency, instrumentality or political subdivision thereof shall be liable for such award or compensation.

14.15 CONVEYANCE OF LANDS AND RELOCATION OF PUBLIC FACILITIES.

(a) The respective officers, agencies, departments, commissions or bodies having jurisdiction and control over real and personal property by the signatory parties are authorized and empowered to transfer and convey in accordance with the laws of the respective parties to the commission any such property as may be necessary or convenient to the effectuation of the authorized purposes of the commission.

(b) Each political subdivision of each of the signatory parties is authorized and empowered, notwithstanding any contrary provision of law, to grant and convey to the commission, upon the commission's request, any real property or any interest therein owned by such political subdivision including lands lying under water and lands already devoted to public use which may be necessary or convenient to the effectuation of the authorized purposes of the commission.

(c) Any highway, public utility or other public facility which will be dislocated by reason of a project deemed necessary by the commission to effectuate the authorized purposes of this compact shall be relocated and the cost thereof shall be paid in accordance with the law of the state in which the facility is located; provided that the cost of such relocation payable by the commission shall not in any event exceed the expenditure required to serve the public convenience and necessity.

14.16 RIGHTS OF WAY. Permission is hereby granted to the commission to locate, construct and maintain any aqueducts, lines, pipes, conduits and auxiliary facilities authorized to be acquired, constructed, owned, operated or maintained by the commission in, over, under or across any streets and highways now or hereafter owned, opened or dedicated to or for public use, subject to such reasonable conditions as the highway department of the signatory party may require.

14.17 PENAL SANCTION. Any person, association or corporation who violates or attempts or conspires to violate any provision of this compact or any rule, regulation or order of the commission duly made, promulgated or issued pursuant to the compact in addition to any other remedy, penalty or consequence provided by law shall be punishable as may be provided by statute of any of the signatory parties within which the offense is committed; provided that in the absence of such provision any such person, association or corporation shall be liable to a penalty of not less than $50 nor more than $1000 for each such offense to be fixed by the court which the commission may recover in its own name in any court of competent jurisdiction, and in a summary proceeding where available under the practice and procedure of such court. For the purposes of this section in the event of a continuing offense each day of such violation, attempt or conspiracy shall constitute a separate offense.

14.18 TORT LIABILITY. The commission shall be responsible for claims arising out of the negligent acts or omission of its officers, agents and employees only to the extent and subject to the procedures prescribed by law generally with respect to officers, agents and employees of the government of the United States.

14.19 EFFECT ON RIPARIAN RIGHTS. Nothing contained in this compact shall be construed as affecting or intending to affect or in any way to interfere with the law of the respective signatory parties relating to riparian rights.

14.20 AMENDMENTS AND SUPPLEMENTS. Amendments and supplements to this compact to implement the purposes thereof may be adopted by legislative action of any of the signatory parties concurred in by all of the others.

14.21 CONSTRUCTION AND SEVERABILITY. The provisions of this act and of agreements thereunder shall be severable and if any phrase, clause, sentence or provision of this compact or such agreement is declared to be unconstitutional or the applicability thereof to any signatory party, agency or person is held invalid, the constitutionality of the remainder of this compact or such agreement and the applicability thereof to any other signatory party, agency, person or circumstance shall not be affected thereby. It is the legislative intent that the provisions of this compact be reasonably and liberally construed.

14.22 EFFECTIVE DATE: EXECUTION. This compact shall become binding and effective thirty days after the enactment of concurring legislation by the federal government, the states of Delaware, New Jersey and New York, and the Commonwealth of Pennsylvania. The compact shall be signed and sealed in six duplicate original copies by the respective chief executives of the signatory parties. One such copy shall be filed with the Secretary of State of each of the signatory parties or in accordance with the laws of the state in which the filing is made, and one copy shall be filed and retained in the Archives of the commission upon its organization. The signatures shall be affixed and attested under the following form:

IN WITNESS WHEREOF, and in evidence of the adoption and enactment into law of this compact by the Congress and legislatures, respectively, of the signatory parties, the President of the United States and the respective Governors do hereby, in accordance with authority conferred by law, sign this compact in six duplicate original copies, as attested by the respective Secretaries of State, and have caused the seals of the United States and of the respective states to be hereunto affixed this _____________ day of _________

19___ .

SUBCHAPTER II. EFFECTUATION

§ 1011. Repealer

All acts and parts of acts inconsistent with any provision of this act are to the extent of such inconsistency hereby repealed.

§ 1012. Effectuation by Chief Executive

The chief executive is authorized to take such action as may be necessary and proper, in his discretion, to effectuate the compact and the initial organization and operation of the commission thereunder.

§ 1013. Effective date

This act shall take effect immediately.

Approved May 26, 1961.",1961.0,Delaware
"


CHAPTER 6

FORMERLY

HOUSE BILL NO. 96

AS AMENDED BY HOUSE AMENDMENT NO. 1

AN ACT TO AMEND CHAPTER 20, TITLE 30, DELAWARE CODE AND 64 DELAWARE LAWS, CHAPTER 460 AS AMENDED RELATING TO ELIGIBILITY FOR BUSINESS TAX CREDITS.

BE IT ENACTED BY THE GENERAL ASSEMBLY OF THE STATE OF DELAWARE:

Section 1. Amend Section 2010 of Chapter 20, Title 30, Delaware Code by striking the date ""1991"" as the same appears in subsections (4) and (5) thereof, and substituting in lieu thereof the date ""1992"".

Section 2. Amend Section 12 of 64 Delaware Laws, Chapter 460 as amended by 67 Delaware Laws, Chapter 120 by striking the date ""1991"" as the same appears in said section and substituting in lieu thereof the date ""1992"".

Section 3. If any provision of this Act, or the application thereof to any person or circumstance is held invalid, such invalidity shall not affect other provisions or applications of this Act that can be given effect without the invalid provision or application, and to this end the provisions of this Act are severable.

Section 4. This Act shall be effective as of January 1, 1991.

Approved February 8, 1991.",1991.0,Delaware
"


CHAPTER 157

FORMERLY

SENATE BILL NO. 189

AS AMENDED BY HOUSE AMENDMENT NOS. 2 AND 4 AND

SENATE AMENDMENT NO. 1

AN ACT TO AMEND TITLE 26 OF THE DELAWARE CODE RELATING TO THE PUBLIC SERVICE COMMISSION AND COOPERATIVES.

BE IT ENACTED BY THE GENERAL ASSEMBLY OF THE STATE OF DELAWARE :

WHEREAS, rural electric cooperatives are owned by, and operated for the benefit of, their ratepayer members; and

WHEREAS, the business and affairs of rural electric cooperatives are managed by boards of directors chosen by and from the membership through annual elections in which each member is entitled to one vote; and

WHEREAS, the primary task of the public service commission in its ratemaking function is to balance the competing interests of ratepayers and investor owners; and

WHEREAS, the ratepayers of rural electric cooperatives are also the owners of those organizations; and

WHEREAS, ratemaking regulation by the public service commission imposes upon rural electric cooperatives certain transactional expenses, delays and operational restrictions which are inherent in any regulatory process; and

WHEREAS the General Assembly has determined that the informed membership of an electric cooperative is fully capable, through its member-elected directors, of governing the conduct of its own business and affairs, and judging the reliability and cost effectiveness of its services; and

WHEREAS, the General Assembly finds that the members of rural electric cooperatives should be empowered to elect, through a majority vote of the membership, to deregulate the organization which they own and from which they purchase electricity and to re-regulate the organization which they own and from which they purchase electricity.

NOW THEREFFORE:

BE IT ENACTED BY THE GENERAL ASSEMBLY OF THE STATE OF DELAWARE:

Section 1. Amend §202, Chapter 1, Title 26, Delaware Code by adding a new subsection to read as follows:

“(g) Except as provided in Section 224 of this title, the Commission shall have no supervision or regulation over any electric cooperative, the membership of which has voted to be exempt from regulation by the Commission in accordance with §223 of this Title.”

Section 2. Amend Chapter 1, Title 26, Delaware Code by adding two new sections to read as follows:

""§223. Electric Cooperative’s Election To Be Exempt From Regulation.

(a) To be exempt under §202(g) of this Title, an electric cooperative shall conduct an election of all its members as follows:

(1) An election under this section may be called by the cooperative’s Board of Directors or shall be called not less than one hundred (100) days after receipt by the Board of a valid petition signed by not less than one thousand members of the cooperative.

(2) The proposition to exempt the cooperative from regulation by the Commission shall be voted upon by the cooperative’s members and presented to a meeting of the members. The Board of Directors of the cooperative shall provide notice of the election and such meeting to the members of the cooperative. Such notice shall set forth the proposition to exempt the cooperative from regulation by the Commission and the time, date, and place of the meeting. Notice shall be given in writing to the members and to the Commission by mail or by hand delivery not less than forty (40) days nor more than ninety (90) days before the date of the meeting. Such notice shall also include directions for voting on the proposal, a form of written ballot, and the time, date, and place of the forums required by paragraph (3).

(3) With the call for an election under paragraph (1), the Board of Directors of the cooperative shall schedule, and shall thereafter convene, at least two open forum sessions to allow members of the cooperative to discuss, or make inquiries concerning, the proposal and the election. Such forums shall be held on separate dates at differing locations within the cooperative’s service territory at times convenient for members to attend. Such forums shall be held no sooner than ten (10) days after delivery of the notice described in paragraph (2) and no later than twenty days (20) days prior to the date of the meeting for presenting the proposition. The time, date, and location of each such forum shall be included in the notice required by paragraph (2). At such forum, a member of the cooperative shall have the opportunity to make inquiries about the proposition and shall have a reasonable, equal opportunity to present the member’s views concerning the proposition, including a view in opposition to the proposition.

(4) If the cooperative mails information to its members regarding the proposition to exempt the cooperative from regulation by the Commission, other than the information required by paragraph (2), the cooperative shall also include in the same mailing any materials provided in opposition to the proposition which are submitted by a petition signed by not less than one hundred (100) members of the cooperative. The cooperative shall pay the incremental cost of mailing such materials up to an amount equal to the cost of mailing the cooperative’s information regarding the proposition. Any cost in excess of that amount shall be paid, pro rata, by the petitioners submitting materials in opposition, which payment shall be secured by an advance deposit reasonably estimated to cover such excess costs.

(5) An independent auditor selected by the Board of Directors voting shall control and supervise the procedures for voting on the proposition. Each member of the cooperative shall be entitled to one vote on the proposition, regardless of the manner utilized to cast such vote. A member may vote by use of a written ballot prescribed for the election. Such form of written ballot shall be included with the notice required under paragraph (2) of this subsection. Such written ballot shall be cast if received by the time of the close of the voting at the meeting described in paragraph (2). In addition, a member may vote at the meeting required by paragraph (2) by means of such written ballot or by use of a voting machine. After the close of the voting, the independent auditor shall tally the votes validly cast both by written ballot and by use of a voting machine. The cooperative, by its charter or bylaws, may also authorize members to cast ballots by means of an electronic format and electronic transmission. The procedures adopted for the use and transmittal of such electronic ballots shall ensure that each electronic ballot was sent by a member entitled to vote. An electronic ballot shall be cast if received by the close of voting at the meeting described in paragraph (2).

(6) An election under this section shall require the affirmative vote of a majority of those members voting, in an election at which at least fifteen per cent (15%) of the cooperative's members cast votes, to carry the proposition.

(7) The independent auditor shall certify to the Commission, in writing, the results of any such election within five (5) business days after the date of such election. Subject to §224, the action voted by the members shall become effective at the expiration of fifteen (15) days from the date the election certificate is filed with the Commission.

(b) In the event the members of the cooperative have voted, pursuant to subsection (a) of this section, to exempt the cooperative from regulation by the Commission, any such cooperative may vote no more than once every twelve (12) months to return said cooperative under the regulation of the Commission. Such proposition may be submitted to the members of the cooperative by the cooperative’s Board of Directors, or shall be submitted to the members of the cooperative if at least one thousand of the members of the cooperative sign a petition requesting such an election. Such proposition shall be submitted to the members of the cooperative and voted upon in the same manner as provided for in subsection (a) of this section.

§224. Regulations Governing Exempt Electric Cooperatives.

Notwithstanding any electric cooperative’s election to exempt itself from the regulatory authority of the Commission under Section 223, during any such period of exemption:

(a) Such cooperative shall remain subject to the Restructuring Plan approved by the Commission pursuant to section 1005(b) until April 1st, 2005, except as provided in subsection (i)(5) hereof, and subject to modification by the Commission upon application by the cooperative. Effective April 1st, 2005, the governing body of the cooperative shall have full power and authority to revise such Restructuring Plan, subject only to the provisions of subsections (b) through (j) of this section.

(b) Such cooperative shall remain subject to the Commission’s jurisdiction and regulatory authority as necessary to implement sections 203A, 203B, and 204 of this Title.

(c) Whenever such cooperative is a subject of, or participant in, any investigation or proceeding which the Commission is authorized to conduct under this section 224, the cooperative shall be charged with and pay such portion of the expenses of the Commission as is reasonably attributable to such investigation or proceeding in accordance with section 114 of this Title.

(d) Such cooperative shall make available to its members the following reports:

(1) rate schedules, tariffs, and Terms & Conditions of Service, and all amendments thereto

(2) financial and statistical information regarding gross intrastate operating revenues, revenues per rate class, number of members and number of meters per rate class

(3) data and information concerning load management, energy conservation, and similar programs

(4) information concerning ongoing consumer education programs

(5) information concerning the cooperative’s performance (income statements, balance sheets, reliability data, etc.

(e) Such cooperative shall remain subject to section 117 of this Title and shall continue to abide by section 303(a) of this title.

(f) No such cooperative shall increase or decrease any of its rates or charges for Electric Distribution Service or Electric Supply Service for “default” customers under subsection (i)(6) of this section unless:

(1) it provides notice of such proposed action to the members as provided in subsection (g) hereof;

(2) it allows the members to attend those portions of the meeting of the governing body during which such proposed action is to be publicly voted upon, provided, however, that nothing herein shall be deemed to limit the governing body’s right to go into executive session, closed to members, to discuss pending or potential litigation, confidential proprietary information the disclosure of which could be detrimental to the cooperative’s financial interests or which could negatively impact on its ability to conduct business in a competitive environment, or to consult with legal counsel;

(3) it allows the members a reasonable opportunity to address the governing body at such meeting prior to a final decision being made on such proposed action.

(4) the applicable rates and charges for Electric Distribution Service are, within each service classification, the same without regard to the customer’s Electric Supply Service provider.

(g) Such cooperative shall provide notice of all regular meetings of its governing body in its newsletters or as part of the monthly billing statement, and by posting on its website, if any. Notice of special meetings shall be posted on the cooperative’s website, if any, or published (double-column, bordered in black) in two newspapers of general circulation in the cooperative’s service territory at least 24 hours in advance of such meeting. Such notice shall include a statement that copies of the updated agenda for such meetings will be posted on the cooperative’s website, if any, and available at the offices of the cooperative during normal business hours until the time of the meeting; provided however, anything herein to the contrary notwithstanding, failure to provide notice or an updated agenda as required herein due to impossibility, impracticality, or inadvertence, shall not invalidate the meeting or any action taken thereat.

(h) Unless such cooperative has implemented a restructuring plan that provides for retail competition in its Delaware service territory, such electric cooperative may not use the transmission or distribution facilities of a non-affiliated electric utility to make sales to customers in such non-affiliated electrical utility’s Delaware service territory; nor shall such electric cooperative own or receive, directly or indirectly, any economic interest in any entity which uses the transmission or distribution facilities of a non-affiliated electric utility to make sales to customers in such non-affiliated electrical utility’s Delaware service territory.

(i) in the event such cooperative has implemented a restructuring plan that provides for retail competition in its Delaware service territory, such electric cooperative:

(1) shall remain subject to the Commission’s jurisdiction and regulatory authority as necessary to implement the following sections of this Title:

a. Section 1014 (d) (“net energy metering”)

b. Section 1012 (certification of “Electric Suppliers”)

(2) shall implement procedures to require all Electric Suppliers to deliver energy to the cooperative at locations and in amounts which are adequate to meet each Electric Supplier’s obligations to its customers.

(3) shall be governed by section 1011(b) of this title with regard to metering and billing for customers in the cooperative’s service territory.

(4) shall implement and maintain such procedures, processes, and protocols (including all personnel, facilities, and equipment) as reasonable and necessary to provide Direct Access (as defined in section 1001 of this title) to Electric Suppliers and their customers.

(5) shall, until March 31st, 2005, maintain rates and charges that do not exceed those rates and charges previously established by the Commission pursuant to section 1006 (b)(1) of this title, subject to the cooperative’s right to petition the Commission for authority to change those rates in order to recover extraordinary costs pursuant to section 1006 (b)(1) & (b)(2); and subject also to the right of such cooperative, without Commission approval: (1) to revise any individual rate(s) or charge(s) at any time provided that such rate(s) or charge(s) does/do not exceed those established by the Commission pursuant to section 1006(b)(1); and/or (2) to increase rates and charges above those previously established by the Commission, if (and only if) necessary, because of increases in the cooperative’s wholesale power cost, for the cooperative to maintain the minimum 1.5 TIER (“Times Interest Earned Ratio”) and Debt Service Coverage lending requirements established by the Rural Utility Service of the United States Department of Agriculture.

(6) shall have the obligation to provide Electric Supply Service, in accordance with the cooperative’s published rate schedules, terms and conditions of service to all customers within its Commission-designated territory who:

a. Have no choice regarding electric suppliers

b. Do not choose another electric supplier, or

c. Have contracted for electric supply service that is not delivered

(j) Such cooperative may adopt procedures to hear, decide, and address, in a prompt and fair manner, complaints from its members, Electric Suppliers, or suppliers of other competitive services. For purposes of this subsection, ‘other competitive services’ shall mean any service or product provided for a fee by the cooperative to members or customers, other than Electric Supply Service, Electric Distribution Service, metering and billing, or ‘ancillary services’, as defined in Section 1001 of this Title. Such procedures may provide for both informal and formal complaint proceedings. A formal complaint proceeding shall include, at a minimum, the right to present a complaint in writing, the right to have such complaint heard by the Chief Executive Officer of the cooperative (or his/her designee), the right to a written response setting forth the reasons for any decision, and the right to have the complaint and response reviewed by the Board of Directors of the cooperative. A member, Electric Supplier, other supplier of competitive services may, but is not required to, utilize such informal or formal complaint procedures adopted by the cooperative and may, at any time, pursue any other remedy available under law. A determination made in the informal or formal complaint process shall be binding on the cooperative. A member, Electric Supplier, or supplier of other competitive services may agree to accept a determination made in the informal or formal complaint process but may reject such determination and pursue any other remedy available under law.”

Section 3. Amend Chapter 10, Title 26, Delaware Code by adding a new Section 1018 to read as follows:

""§1018. Electric Cooperatives Exempt From Commission Supervision and Jurisdiction

Notwithstanding any other provision of this chapter, any electric cooperative while exempt from the supervision and jurisdiction of the Commission pursuant to Sections 202(g) and 223 of this Title shall be exempt from all provisions of this Chapter except as specified in Section 224 of this Title.""

Section 4. Amend Section 1001, Chapter 10, Title 26, Delaware Code by deleting subsection (10) in its entirety and substituting in lieu thereof the following new subsection (10) to read as follows:

""(10) 'Electric Supplier' means a person or entity certified by the Commission that sells electricity to retail electric customers, utilizing the transmission and/or distribution facilities of a non-affiliated electric utility, including: (a) municipal corporations which choose to provide electricity outside their municipal limits (except to the extent provided prior to February 1, 1999), (b) electric cooperatives which, having exempted themselves from the Commission’s jurisdiction pursuant to sections 202 (g) and 223 of this title, choose to provide electricity outside their assigned service territories, and (c) any broker, marketer, or other entity (including public utilities and their affiliates).""

Section 4. Amend §102, Title 26 of the Delaware Code by inserting after the phrase ""for public use"" the following:

""however, electric cooperatives shall not be permitted directly or through an affiliate to engage in the production, sale or distribution of propane gas or heating oil.""

Approved July 10, 2001",2001.0,Delaware
"


CHAPTER 92

FORMERLY

SENATE BILL NO. 294

A BOND AND CAPITAL IMPROVEMENTS ACT OF THE STATE OF DELAWARE AND CERTAIN OF ITS AUTHORITIES AUTHORIZING THE ISSUANCE OF GENERAL OBLIGATION BONDS OF THE STATE AND HIGHWAY REVENUE BONDS OF THE DELAWARE TRANSPORTATION AUTHORITY; APPROPRIATING FUNDS FROM THE FIRST STATE IMPROVEMENT FUND; DEAUTHORIZING CERTAIN GENERAL OBLIGATION BONDS OF THE STATE AND CERTAIN AUTHORITY FOR GUARANTEED INDUSTRIAL REVENUE BONDS; REVERTING AND REPROGRAMMING CERTAIN SURPLUS FUNDS OF THE STATE AND THE DELAWARE TRANSPORTATION AUTHORITY; APPROPRIATING CERTAIN GENERAL AND SPECIAL FUNDS OF THE STATE AND THE DELAWARE TRANSPORTATION AUTHORITY; AUTHORIZING THE DEPARTMENT OF ADMINISTRATIVE SERVICES TO ALLOCATE STRIPPER WELL FUNDS TO CERTAIN ELIGIBLE CAPITAL IMPROVEMENTS AUTHORIZED IN THIS ACT; TO AMEND SUBCHAPTER VII OF CHAPTER 50 OF TITLE 29 OF THE DELAWARE CODE, RELATING TO ALLOCATION OF STATE PRIVATE ACTIVITY BOND CEILING TO GOVERNMENTAL UNITS, ESTABLISHMENT OF INDUSTRIAL REVENUE BOND COMMITTEE AND REPORTING REQUIREMENTS AND TO AMEND SUBCHAPTER IV OF CHAPTER 50 OF TITLE 20 OF THE DELAWARE CODE TO CLARIFY THE POWER OF THE DELAWARE ECONOMIC DEVELOPMENT AUTHORITY TO ISSUE AND REFUND BONDS AND TO MAKE CERTAIN TECHNICAL CORRECTIONS THERETO; AMENDS THE DELAWARE HEALTH AUTHORITY STATUTES; ALLOWS FOR THE ISSUANCE OF VARIOUS DEBT INSTRUMENTS REGARDLESS OF THE TREATMENT OF INTEREST THEREON FOR FEDERAL TAX PURPOSES; ALLOWS FOR THE ADVANCE FUNDING OF CAPITAL PROJECTS; OTHER RELATED CHANGES; AND AMENDING CERTAIN PERTINENT STATUTORY PROVISIONS.

BE IT ENACTED BY THE GENERAL ASSEMBLY OF THE STATE OF DELAWARE (Three-quarters of all members elected to each House thereof concurring therein):",,Delaware
